meeting,page,need_number,needs_on_slide,substations,process_stage,driver,county,requesting_entity,mw,mw_basis,mw_all_values,in_service,is_data_center,text
20250605,3,DOM-2025-0028,DOM-2025-0028,,TEAC Meeting,Operational Flexibility and Efficiency,,,,,,,,TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Operational Flexibility and EfficiencyNeed Number: DOM-2025-0028 Process Stage: TEAC Meeting 06/05/2025 Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion’s Planning Assumptions presented in December 2024. Problem Sta
20250605,4,DOM-2025-0026,DOM-2025-0026,Providence Forge | Turner,Need Meeting,,,,,,,,,"TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Equipment Material Condition, Performance and RiskNeed Number: DOM-2025-0026 Process Stage: Need Meeting 06/05/2025 Project Driver: Equipment Material Condition, Performance Risk Specific Assumption References: See details on Equipment Material Condition, Performance and Risk in Dominion’s Planning Assumptions present"
20250605,6,DOM-2024-0009,DOM-2024-0009,,Solutions Meeting,Customer Service,,ODEC,,excluded_unanchored_mw,,05/31/2025,yes,TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0009 Process Stage: Solutions Meeting 06/05/2025 Previously Presented: Need Meeting 02/06/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20250605,7,DOM-2024-0009,DOM-2024-0009,,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Tributary 230kV Delivery - REC Need Number: DOM-2024-0009 Process Stage: Solutions Meeting 06/05/2025 Proposed Solution: • Construct Tributary 230 kV switching station with a 4-breaker ring bus configuration. • Cut Line #2090 (New Post – Ladysmith CT) and extend double-circuit 230kV lines for approx. 2.4 miles to Trib
20250605,8,DOM-2023-0002,DOM-2023-0002,Reed Farm,Solutions Meeting,Customer Service,Loudoun,NOVEC,,excluded_unanchored_mw,,9/30/2026,,TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2023-0002 Process Stage: Solutions Meeting 06/05/2025 Previously Presented: Need Meeting 02/07/2023 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20250605,9,DOM-2023-0002,DOM-2023-0002,Reed Farm,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental South Fork 230kV Delivery - NOVEC Need Number: DOM-2023-0002 Process Stage: Solutions Meeting 06/05/2025 Proposed Solution: Interconnect the new substation by cutting and extending Line #2094 (Racefield - Loudoun) approximately 0.2 mile to the proposed Reed Farm Substation. Lines to terminate in a 230kV four-breaker r
20250605,10,DOM-2024-0051,DOM-2024-0051,,Solution Meeting,Operational Flexibility and Efficiency,,,,excluded_unanchored_mw,,,yes,TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Operational Flexibility and EfficiencyNeed Number: DOM-2024-0051 Process Stage: Solution Meeting 06/05/2025 Previously Presented: Need Meeting 08/06/2024 Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion’s Planning A
20250605,11,DOM-2024-0051,DOM-2024-0051,,Solution Meeting,Operational Flexibility and Efficiency,,,,,,,,TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Operational Flexibility and Efficiency Need Number: DOM-2024-0051 Process Stage: Solution Meeting 06/05/2025 Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion’s Planning Assumptions presented in December 2023. Proble
20250605,12,DOM-2024-0051,DOM-2024-0051 DOM-2023-0016,,Solution Meeting,Operational Flexibility and Efficiency,,,,excluded_do_no_harm,,,,"TEAC – Dominion Supplemental 06/05/2025 Dominion Transmission Zone: Supplemental Operational Flexibility and Efficiency Need Number: DOM-2024-0051 Process Stage: Solution Meeting 06/05/2025 Project Driver: Operational Flexibility and Efficiency Proposed Solution 1 – Previously presented Do No Harm supplemental project DOM-2023-0016, 0053, 0055, 2024-0012 will wreck and rebuild 230kV line 256/2032 "
20250708,3,DOM-2025-0026,DOM-2025-0026,Providence Forge | Turner,Solution Meeting,,,,,,,,,"TEAC – Dominion Supplemental 07/08/2025 Dominion Transmission Zone: Supplemental Equipment Material Condition, Performance and RiskNeed Number: DOM-2025-0026 Process Stage: Solution Meeting 07/08/2025 Previously Presented: Need Meeting 06/05/2025 Project Driver: Equipment Material Condition, Performance Risk Specific Assumption References: See details on Equipment Material Condition, Performance a"
20250708,4,DOM-2025-0026,DOM-2025-0026,,Solution Meeting,,,,,,,,,"TEAC – Dominion Supplemental 07/08/2025 Dominion Transmission Zone: Supplemental Lines #92, #287, and #2129 EOL Rebuild Need Number: DOM-2025-0026 Process Stage: Solution Meeting 07/08/2025 Project Driver: Equipment Material Condition, Performance Risk Proposed Solution: Rebuild approximately 30 miles of Line 92 from Chesterfield to Lanexa to current 230kV standards but will operate at 115 kV. Reb"
20251008,3,DOM-2025-0032,DOM-2025-0032,Mudd Tavern,Need Meeting,Customer Service,Caroline,,300.0,stated_load,,8/1/2029,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0032 Process Stage: Need Meeting 10/8/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement:
20251008,4,DOM-2025-0054,DOM-2025-0054,West Creek,Need Meeting,Customer Service,Goochland,DEV,100.0,stated_load,,1/2/2029,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0054 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,5,DOM-2025-0042,DOM-2025-0042,Sky Lark,Need Meeting,Customer Service,Prince William,NOVEC,202.0,stated_load,,12/31/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0042 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,6,DOM-2025-0043,DOM-2025-0043,Diamond Hill,Need Meeting,Customer Service,Prince William,NOVEC,300.0,stated_load,,12/01/2031,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0043 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,7,DOM-2025-0044,DOM-2025-0044,Javelin,Need Meeting,Customer Service,Prince William,NOVEC,168.0,stated_load,,12/31/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0044 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,8,DOM-2025-0045,DOM-2025-0045,Antique,Need Meeting,Customer Service,Prince William,,70.0,stated_load,,12/31/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0045 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,9,DOM-2025-0047,DOM-2025-0047,Acadian,Need Meeting,Customer Service,Prince William,,30.0,stated_load,,12/31/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0047 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,10,DOM-2025-0050,DOM-2025-0050,Artemis,Need Meeting,Customer Service,Prince William,NOVEC,300.0,stated_load,,12/30/2031,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0050 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,11,DOM-2025-0055,DOM-2025-0055,Hera,Need Meeting,Customer Service,Prince William,NOVEC,300.0,stated_load,,12/30/2031,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0055 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,12,DOM-2025-0056,DOM-2025-0056,Atlas,Need Meeting,Customer Service,Prince William,DEV,300.0,stated_load,,12/31/2030,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0056 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,13,DOM-2025-0057,DOM-2025-0057,Nero,Need Meeting,Customer Service,Prince William,NOVEC,300.0,stated_load,,12/30/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0057 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,14,DOM-2025-0068,DOM-2025-0068,Caesar,Need Meeting,Customer Service,Prince William,NOVEC,300.0,stated_load,,12/30/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0068 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,15,DOM-2025-0061,DOM-2025-0061,Phobos,Need Meeting,Customer Service,Loudoun,NOVEC,300.0,stated_load,,12/01/2029,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0061 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,16,DOM-2025-0062,DOM-2025-0062,Deimos,Need Meeting,Customer Service,Loudoun,NOVEC,240.0,stated_load,,12/01/2029,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0062 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,17,DOM-2025-0063,DOM-2025-0063,Lenticular,Need Meeting,Customer Service,Loudoun,DEV,290.0,stated_load,,12/31/2029,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0063 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,18,DOM-2025-0064,DOM-2025-0064,Fractus,Need Meeting,Customer Service,Loudoun,DEV,244.0,stated_load,,06/19/2029,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0064 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,19,DOM-2025-0065,DOM-2025-0065,Radar,Need Meeting,Customer Service,Loudoun,DEV,168.0,stated_load,,05/30/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0065 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,20,DOM-2025-0066,DOM-2025-0066,Celtic,Need Meeting,Customer Service,Loudoun,NOVEC,117.0,stated_load,,12/30/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0066 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,21,DOM-2025-0069,DOM-2025-0069,Summerhouse,Need Meeting,Customer Service,Loudoun,DEV,280.0,stated_load,,12/31/2030,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0069 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,22,DOM-2025-0070,DOM-2025-0070,,Need Meeting,Customer Service,Culpeper,REC,300.0,stated_load,,05/01/2028,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0070 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,23,DOM-2025-0071,DOM-2025-0071,,Need Meeting,Customer Service,Louisa,REC,176.0,stated_load,,08/01/2027,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0071 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,24,DOM-2025-0072,DOM-2025-0072,,Need Meeting,Customer Service,Louisa,REC,270.0,stated_load,,03/01/2029,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0072 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,25,DOM-2025-0046,DOM-2025-0046,,Need Meeting,Customer Service,Stafford,DEV,300.0,stated_load,,6/30/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0046 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,26,DOM-2025-0049,DOM-2025-0049,Surveyors,Need Meeting,Customer Service,Stafford,DEV,300.0,stated_load,,12/31/2031,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0049 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,27,DOM-2025-0052,DOM-2025-0052,Dahlgren West,Need Meeting,Customer Service,,,300.0,stated_load,,12/1/2030,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0052 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,28,DOM-2025-0053,DOM-2025-0053,Kettler Crossroads,Need Meeting,Customer Service,Spotsylvania,REC,300.0,stated_load,,12/1/2031,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0053 Process Stage: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251008,30,DOM-2022-0062,DOM-2022-0062,Tropical,Solution Meeting,Customer Service,Henrico,DEV,,excluded_unanchored_mw,,,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2022-0062 Process Stage: Solution Meeting 10/08/2025 Previously Presented: Need Meeting 11/06/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20251008,31,DOM-2022-0062,DOM-2022-0062,Tropical,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Tropical 230kV Delivery - DEV Need Number: DOM-2022-0062 Process Stage: Solution Meeting 10/08/2025 Project Driver: Customer Service Proposed Solution: • Cut existing 230kV Lines #286 and #2091 in and out of proposed Tropical substation. Lines to terminate in a breaker and a half scheme of twelve breakers. Customer ha
20251008,32,DOM-2024-0058,DOM-2024-0058,Flamingo,Solution Meeting,Customer Service,Hanover,DEV,,excluded_unanchored_mw,,01/01/2029,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0058 Process Stage: Solution Meeting 10/08/2025 Previously Presented: Need Meeting 09/10/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20251008,33,DOM-2024-0058,DOM-2024-0058,Flamingo,Solution Meeting,Customer Service,,,,,,,,"TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Flamingo 230kV Delivery - DEV Need Number: DOM-2024-0058 Process Stage: Solution Meeting 10/08/2025 Project Driver: Customer Service Proposed Solution: Cut existing 230kV Line 2103 (Elmont to Short Pump) in and out of proposed Flamingo substation. Lines to terminate initially in a 230kV four-breaker ring arrangement, "
20251008,34,DOM-2018-0018,DOM-2018-0018,Lucky Hill Helm | Helm,Solutions Meeting,Customer Service,Fauquier,DEV,,excluded_unanchored_mw,,09/15/2020,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2018-0018 (Update) Previously Presented: Submission of Supplemental Project for Inclusion in the Local Plan - 07/25/2019 Process Stage: Solutions Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Domini
20251008,35,DOM-2018-0018,DOM-2018-0018,Lucky Hill Helm,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Helm 230kV Delivery – DEVNeed Number: DOM-2018-0018 (Update) Process Stage: Solutions Meeting 10/08/2025 Proposed Solution: • Interconnect the new DP substation by cutting and extending Line #2199 (Remington – Gordonsville) #2276 (Remington – Kyser) to the new Lucky Hill Helm Substation. • Terminate both ends into a f
20251008,36,DOM-2022-0046,DOM-2022-0046,Mint Springs Burrell | Burrell,Solutions Meeting,Customer Service,Prince William,NOVEC,,excluded_unanchored_mw,,01/02/2026,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2022-0046 (Update) Process Stage: Solutions Meeting 10/08/2025 Previously Presented: Submission of Supplemental Project for Inclusion in the Local Plan - 07/25/2019 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Domini
20251008,37,DOM-2022-0046,DOM-2022-0046,Mint Springs Burrell,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Burrell 230kV Delivery - NOVECNeed Number: DOM-2022-0046 (Update) Process Stage: Solutions Meeting 10/08/2025 Proposed Solution: Interconnect the new substation by cutting and extending Line #2030 (Loudoun - Gainesville) Line #2151 (Railroad - Gainesville) to the proposed Mint Springs Burrell Substation. Lines to term
20251008,38,DOM-2023-0056,DOM-2023-0056,,Solutions Meeting,Customer Service,Stafford,DEV,,excluded_unanchored_mw,,07/02/2027,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2023-0056 Process Stage: Solutions Meeting 10/08/2025 Previously Presented: Need Meeting 12/05/2023 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20251008,39,DOM-2023-0056,DOM-2023-0056 DOM-2024-0008 DOM-2025-0046,Alto,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Alto 230kV Delivery - NOVECNeed Number: DOM-2023-0056 Process Stage: Solutions Meeting 10/08/2025 Proposed Solution: • Cut and extend Line #2104 (Spartan – Centreport) and Line #2305 (Aquia Harbor – Allman) approx. 0.3 miles to interconnect the proposed Alto Substation. • Lines to terminate into a 230 kV six-breaker r
20251008,40,DOM-2024-0008,DOM-2024-0008,,Solutions Meeting,Customer Service,Stafford,DEV,,excluded_unanchored_mw,,10/01/2028,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0008 Process Stage: Solutions Meeting 10/08/2025 Previously Presented: Need Meeting 02/06/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20251008,41,DOM-2024-0008,DOM-2024-0008,Baritone | Alto,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Baritone 230kV Delivery - NOVECNeed Number: DOM-2024-0008 Process Stage: Solutions Meeting 10/08/2025 Proposed Solution: • Cut and extend Line #2104 (Alto – Centreport) and #9575 (Alto – Allman) to interconnect the proposed Baritone Substation. • Lines to terminate into a 230 kV six-breaker ring arrangement. Estimated
20251008,42,DOM-2024-0061,DOM-2024-0061,Aphrodite,Solutions Meeting,Customer Service,Prince William,NOVEC,,excluded_unanchored_mw,,09/30/2027,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0061 Process Stage: Solutions Meeting 10/08/2025 Previously Presented: Need Meeting 09/10/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20251008,43,DOM-2024-0061,DOM-2024-0061,Aphrodite,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Aphrodite 230kV Delivery - NOVECNeed Number: DOM-2024-0061 Process Stage: Solutions Meeting 10/08/2025 Proposed Solution: • Cut Line #2030 (Loudoun – Gainesville) to interconnect the proposed Aphrodite Substation. • Lines to terminate into a 230 kV four-breaker ring arrangement. Estimated Project Cost: $14M (Total) Tr
20251008,44,DOM-2024-0062,DOM-2024-0062,Demeter,Solutions Meeting,Customer Service,Prince William,NOVEC,,excluded_unanchored_mw,,05/01/2028,yes,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0062 Process Stage: Solutions Meeting 10/08/2025 Previously Presented: Need Meeting 09/10/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20251008,45,DOM-2024-0062,DOM-2024-0062,Demeter,Solutions Meeting,,,,,,,,,TEAC – Dominion Supplemental 10/08/2025 Dominion Transmission Zone: Supplemental Demeter 230kV Delivery - NOVECNeed Number: DOM-2024-0062 Process Stage: Solutions Meeting 10/08/2025 Proposed Solution: • Cut and extend Line #2140 (Loudoun – Old Limb) approx. 0.3 miles to interconnect the proposed Demeter Substation. • Lines to terminate into a 230 kV four-breaker ring arrangement able to accommodat
20251104,3,DOM-2025-0005,DOM-2025-0005,Amethyst,Need Meeting,Customer Service,Chesterfield,DEV,300.0,stated_load,,10/1/2031,yes,TEAC – Dominion Supplemental 11/04/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0005 Process Stage: Need Meeting 11/4/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement:
20251104,4,DOM-2025-0006,DOM-2025-0006,Garnet,Need Meeting,Customer Service,Chesterfield,DEV,300.0,stated_load,,10/1/2028,yes,TEAC – Dominion Supplemental 11/04/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0006 Process Stage: Need Meeting 11/4/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement:
20251104,5,DOM-2025-0007,DOM-2025-0007,Topaz,Need Meeting,Customer Service,Chesterfield,DEV,300.0,stated_load,,10/1/2030,yes,TEAC – Dominion Supplemental 11/04/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0007 Process Stage: Need Meeting 11/4/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement:
20251104,6,DOM-2025-0011,DOM-2025-0011,Hibie St,Need Meeting,Customer Service,,DEV,,,,12/31/2027,,TEAC – Dominion Supplemental 11/04/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0011 Process Stage: Need Meeting 11/04/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20251104,7,DOM-2025-0017,DOM-2025-0017,Hanover,Need Meeting,Customer Service,,,,,,12/31/2026,,TEAC – Dominion Supplemental 11/04/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0017 Process Stage: Need Meeting 11/4/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement:
20251104,8,DOM-2025-0051,DOM-2025-0051,Emy,Need Meeting,Customer Service,Spotsylvania,,212.0,stated_load,,05/01/2030,yes,TEAC – Dominion Supplemental 11/04/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0051 Process Stage: Need Meeting 11/4/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement:
