asset_id,kind,pwsid,pws_name,primacy_agency,population_served,service_connections,boundary_method,verification_status,data_source,echo_url,overlapping_systems
site-5f242a5f3d,site,MA3035000,BOSTON WATER AND SEWER COMMISSION (MWRA),MA,675647,88360,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3035000&sys=SDWIS,1
site-3472cfcdf7,site,MN1600004,East Grand Forks,MN,9206,3019,System Sourced,,https://maps.umn.edu/LSL/,https://echo.epa.gov/detailed-facility-report?fid=MN1600004&sys=SDWIS,1
site-c4366ca601,site,WI2410100,MILWAUKEE WATERWORKS,WI,626000,231851,System Sourced,,https://services1.arcgis.com/O7h3OCRVxKceyg19/arcgis/rest/services/Lead_in_MIlwaukee_Drinking_Water_WFL1/FeatureServer,https://echo.epa.gov/detailed-facility-report?fid=WI2410100&sys=SDWIS,1
site-a581ffdb3c,site,NY1400422,BUFFALO WATER AUTHORITY,NY,276000,80000,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY1400422&sys=SDWIS,1
site-568a0cad3c,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-5c36ab9e09,site,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,CA,848019,171099,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3810011&sys=SDWIS,1
site-05499e2374,site,NJ2004002,NJ AMERICAN WATER - RARITAN,NJ,615430,205035,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ2004002&sys=SDWIS,1
site-b6ed82a210,site,CO0103005,AURORA CITY OF,CO,487365,91912,System Sourced,,https://lead-service-cityofaurora.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=CO0103005&sys=SDWIS,1
site-8ec31030de,site,NJ0238001,VEOLIA WATER NEW JERSEY HACKENSACK,NJ,792713,193600,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ0238001&sys=SDWIS,1
site-7733e2d16e,site,NY5110526,SUFFOLK COUNTY WATER AUTHORITY,NY,1100000,336418,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY5110526&sys=SDWIS,1
site-c4e2b051b1,site,MI0006160,SOUTHFIELD,MI,71739,20167,System Sourced,,https://services3.arcgis.com/g3QkxoHFTJZSqad1/arcgis/rest/services/Southfield_Master_CDSMI_Updated_View/FeatureServer,https://echo.epa.gov/detailed-facility-report?fid=MI0006160&sys=SDWIS,1
site-0a6d26703f,site,FL4060989,OAKLAND PARK CITY OF,FL,27984,8700,System Sourced,,https://www.arcgis.com/home/item.html?id=f3230cda1a734904b6a6bc02de6c9174,https://echo.epa.gov/detailed-facility-report?fid=FL4060989&sys=SDWIS,2
site-c6415c9a04,site,MA2170000,MARLBOROUGH DPW  WATER DIV. (MWRA),MA,41799,10920,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA2170000&sys=SDWIS,1
site-6398aa4d08,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-b4109667bd,site,PA1510001,PHILADELPHIA WATER DEPARTMENT,PA,1600000,524021,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA1510001&sys=SDWIS,1
site-570d1f239e,site,CA3410015,GOLDEN STATE WATER CO. - CORDOVA,CA,47161,14913,System Sourced,Pending,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3410015&sys=SDWIS,1
site-c71375afc2,site,TX0570015,CITY OF RICHARDSON,TX,122615,58307,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570015&sys=SDWIS,1
site-70e49a689f,site,GA0670007,SMYRNA,GA,40508,15580,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=GA0670007&sys=SDWIS,2
site-8174d81487,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-ff0df693ef,site,FL4130871,MDWASA - MAIN SYSTEM,FL,2300000,560000,System Sourced,,https://experience.arcgis.com/experience/914132252dbb4639873d02988af59f23/page/english,https://echo.epa.gov/detailed-facility-report?fid=FL4130871&sys=SDWIS,1
site-1e8a53153f,site,MN1690011,Duluth,MN,86859,28742,System Sourced,,https://maps.umn.edu/LSL/,https://echo.epa.gov/detailed-facility-report?fid=MN1690011&sys=SDWIS,1
site-8a2c5be43a,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-0605a6d8a6,site,FL4060163,BCWWS 2A,FL,54622,18322,System Sourced,,https://www.arcgis.com/home/item.html?id=f08963e186774d2a95a9ebbea21cddb3,https://echo.epa.gov/detailed-facility-report?fid=FL4060163&sys=SDWIS,1
site-5243052974,site,NY2902824,GARDEN CITY (V),NY,23272,6789,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY2902824&sys=SDWIS,1
site-1e100e7ad5,site,NJ2004002,NJ AMERICAN WATER - RARITAN,NJ,615430,205035,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ2004002&sys=SDWIS,1
site-8c9970f641,site,NM3510701,ALBUQUERQUE WATER SYSTEM,NM,560326,206795,System Sourced,,https://geospatialdata-ose.opendata.arcgis.com/datasets/OSE::new-mexico-public-water-system-boundaries/about,https://echo.epa.gov/detailed-facility-report?fid=NM3510701&sys=SDWIS,1
site-91e0d38233,site,WI1130224,MADISON WATER UTILITY,WI,272000,100740,System Sourced,,https://www.cityofmadison.com/water/water-quality/lead-copper-in-water/lead-service-line-inventory,https://echo.epa.gov/detailed-facility-report?fid=WI1130224&sys=SDWIS,1
site-23a9615c21,site,NY0301651,"BINGHAMTON, CITY OF",NY,47600,14500,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY0301651&sys=SDWIS,1
site-3fc81b7b79,site,ND0900336,FARGO CITY OF,ND,120762,30766,System Sourced,,https://www.arcgis.com/home/item.html?id=220ef3f0704b4fd48f0a818254c4f68f,https://echo.epa.gov/detailed-facility-report?fid=ND0900336&sys=SDWIS,1
site-bd0f1a13f4,site,MN1140008,Moorhead,MN,44583,13250,System Sourced,,https://maps.umn.edu/LSL/,https://echo.epa.gov/detailed-facility-report?fid=MN1140008&sys=SDWIS,1
site-517a47914c,site,IA9778054,SIOUX CITY WATER SUPPLY,IA,85791,29424,System Sourced,,https://www.sioux-city.org/government/departments-q-to-z/water-plant/general-info,https://echo.epa.gov/detailed-facility-report?fid=IA9778054&sys=SDWIS,1
site-bedb492eaf,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-a7fa0c2ae4,site,NC0114010,"LENOIR, CITY OF",NC,25573,10068,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0114010&sys=SDWIS,1
site-aa21c9d729,site,CA5010010,"MODESTO, CITY OF",CA,218771,70793,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA5010010&sys=SDWIS,2
site-6bc951af8b,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-1a60853236,site,PA1510001,PHILADELPHIA WATER DEPARTMENT,PA,1600000,524021,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA1510001&sys=SDWIS,1
site-1519cac542,site,AK2210906,MOA MUNICIPALITY OF ANCHORAGE,AK,221351,59801,System Sourced,,https://gis-awwu.hub.arcgis.com/apps/e48ebfb0f6a64c4683b10853da01e444/explore,https://echo.epa.gov/detailed-facility-report?fid=AK2210906&sys=SDWIS,1
site-91e0ba29bf,site,WY5600005,"BUFFALO, CITY OF",WY,4419,2155,System Sourced,,Region 8,https://echo.epa.gov/detailed-facility-report?fid=WY5600005&sys=SDWIS,1
site-51c563a01f,site,WY5601415,"CASPER, CITY OF",WY,59000,22754,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=WY5601415&sys=SDWIS,1
site-9e0683c00f,site,MT0000180,COLSTRIP  CITY OF,MT,2350,913,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=MT0000180&sys=SDWIS,1
site-03ec6d8c3e,site,WY5600047,"RIVERTON, CITY OF",WY,10330,4300,System Sourced,,Region 8,https://echo.epa.gov/detailed-facility-report?fid=WY5600047&sys=SDWIS,1
site-8a2116a76e,site,WY5600052,"SHERIDAN, CITY OF",WY,22700,9841,System Sourced,,Region 8,https://echo.epa.gov/detailed-facility-report?fid=WY5600052&sys=SDWIS,1
site-f621b97d40,site,WY5600187,"WHEATLAND, TOWN OF",WY,3659,2008,System Sourced,,Region 8,https://echo.epa.gov/detailed-facility-report?fid=WY5600187&sys=SDWIS,1
site-0794fe2b59,site,FL6531992,WINTER HAVEN WATER DEPARTMENT,FL,87537,33798,System Sourced,,https://www.mywinterhaven.com/DocumentCenter/View/796/Map-of-Winter-Haven-Utility-Service-Area-PDF,https://echo.epa.gov/detailed-facility-report?fid=FL6531992&sys=SDWIS,1
site-d454049aa6,site,SD4600294,SIOUX FALLS,SD,198524,59763,System Sourced,,https://www.arcgis.com/home/item.html?id=24d2a31ef4254e4482131e76cf7df113&sublayer=0,https://echo.epa.gov/detailed-facility-report?fid=SD4600294&sys=SDWIS,2
site-3d34ffd2cf,site,CA3310009,EASTERN MUNICIPAL WD,CA,666581,175318,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3310009&sys=SDWIS,1
site-3d442303c9,site,AR0000004,FORREST CITY WATERWORKS,AR,9986,4076,System Sourced,,https://gis.arkansas.gov/product/public-water-systems-polygon/,https://echo.epa.gov/detailed-facility-report?fid=AR0000004&sys=SDWIS,1
site-1a531a56cb,site,AR0000230,HOPE WATER LIGHT COMM,AR,11500,4346,System Sourced,,https://gis.arkansas.gov/product/public-water-systems-polygon/,https://echo.epa.gov/detailed-facility-report?fid=AR0000230&sys=SDWIS,1
site-22450194c4,site,CA1910102,PALMDALE WATER DIST.,CA,126804,27652,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA1910102&sys=SDWIS,1
site-ae3d51eb7a,site,CA3710020,"SAN DIEGO, CITY OF",CA,1385379,282783,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3710020&sys=SDWIS,1
site-6bb1ba14f9,site,AL0000804,AUBURN WATER WORKS,AL,65313,21771,System Sourced,,https://static.auburnalabama.org/media/apps/www/water-resource-management/water-operations/Lead-and-copper-information/LSLI.pdf?v=1,https://echo.epa.gov/detailed-facility-report?fid=AL0000804&sys=SDWIS,1
site-f4c97e6434,site,VA6153251,PWCSA - WEST,VA,136409,42896,System Sourced,,https://services2.arcgis.com/9mMyRMFMS5yNDCCd/arcgis/rest/services/Service_Line_Inventory/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=VA6153251&sys=SDWIS,1
site-6853206733,site,AZ0407025,PHOENIX CITY OF,AZ,1695000,430118,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407025&sys=SDWIS,1
site-6fe90ac1d9,site,NC0332010,"DURHAM, CITY OF",NC,322083,97873,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0332010&sys=SDWIS,1
site-e322f8cf2d,site,FL6290327,CITY OF TAMPA WATER DEPARTMENT,FL,733886,143661,System Sourced,,https://services1.arcgis.com/IbNXlmt2RVVRCZ6M/ArcGIS/rest/services/ServiceLine_viewing_469fff81ff5c43559cf4a24d19263539/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=FL6290327&sys=SDWIS,1
site-a4f0b401f3,site,WA5321800,EAST WENATCHEE WATER DISTRICT,WA,26519,11820,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5321800&sys=SDWIS,2
site-6a74160939,site,MN1270024,Minneapolis,MN,425300,98065,System Sourced,,https://www.minneapolismn.gov/resident-services/utility-services/water/water-quality/water-quality-lead/plumbing-faucets/lead-service-line-map/,https://echo.epa.gov/detailed-facility-report?fid=MN1270024&sys=SDWIS,1
site-691d9733c3,site,CA3010001,CITY OF ANAHEIM,CA,348593,62288,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3010001&sys=SDWIS,1
site-4d022fc8d5,site,MD0150005,WASHINGTON SUBURBAN SANITARY COMMISSION,MD,1900000,438639,System Sourced,,Personal Communication,https://echo.epa.gov/detailed-facility-report?fid=MD0150005&sys=SDWIS,1
site-2555310fee,site,DC0000002,D.C. WATER AND SEWER AUTHORITY,DC,632323,140000,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=DC0000002&sys=SDWIS,1
site-ed43af40a2,site,MD0300002,CITY OF BALTIMORE,MD,1600000,424600,System Sourced,,Personal Communication,https://echo.epa.gov/detailed-facility-report?fid=MD0300002&sys=SDWIS,1
site-e427887c01,site,MD0150005,WASHINGTON SUBURBAN SANITARY COMMISSION,MD,1900000,438639,System Sourced,,Personal Communication,https://echo.epa.gov/detailed-facility-report?fid=MD0150005&sys=SDWIS,1
site-2bb4b18bb0,site,AK2310730,GOLDEN HEART UTILITIES,AK,78324,6951,System Sourced,,https://www.myutility.us/docs/default-source/akwater/regulatory/ghu_customer_lines_web.pdf?sfvrsn=99bc3b5b_2,https://echo.epa.gov/detailed-facility-report?fid=AK2310730&sys=SDWIS,1
site-bcfc301f48,site,AK2210906,MOA MUNICIPALITY OF ANCHORAGE,AK,221351,59801,System Sourced,,https://gis-awwu.hub.arcgis.com/apps/e48ebfb0f6a64c4683b10853da01e444/explore,https://echo.epa.gov/detailed-facility-report?fid=AK2210906&sys=SDWIS,1
site-204b6ad214,site,AZ0407100,TEMPE CITY OF,AZ,165000,40000,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407100&sys=SDWIS,1
site-ed80fb3a0a,site,TX0430007,CITY OF PLANO,TX,288800,125840,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430007&sys=SDWIS,1
site-d6d1f92daa,site,IL0314710,NORTHLAKE,IL,12840,3093,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0314710&sys=SDWIS,1
site-dc949e19b5,site,TX0430007,CITY OF PLANO,TX,288800,125840,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430007&sys=SDWIS,1
site-5787c54b26,site,AZ0407025,PHOENIX CITY OF,AZ,1695000,430118,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407025&sys=SDWIS,1
site-0a94e2a13a,site,UTAH18020,WEST JORDAN CITY WATER SYSTEM,UT,117025,30738,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18020&sys=SDWIS,1
site-6aa62c1a88,site,AZ0407090,CHANDLER CITY OF,AZ,247328,81165,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407090&sys=SDWIS,1
site-963e4fa61d,site,PA3390073,LCA WLSA CENTRAL DIVISION,PA,47693,18805,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA3390073&sys=SDWIS,1
site-c22eaa5919,site,AZ0407095,MESA CITY OF,AZ,466000,142500,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407095&sys=SDWIS,1
site-a62a89826b,site,HI0000335,WAIPAHU-EWA-WAIANAE,HI,217479,40092,System Sourced,,https://health.hawaii.gov/news/newsroom/bws-alerts-doh-to-pfas-in-waipahu-%CA%BBewa-wai%CA%BBanae-water-system/,https://echo.epa.gov/detailed-facility-report?fid=HI0000335&sys=SDWIS,1
site-ec3dc94a1d,site,HI0000335,WAIPAHU-EWA-WAIANAE,HI,217479,40092,System Sourced,,https://health.hawaii.gov/news/newsroom/bws-alerts-doh-to-pfas-in-waipahu-%CA%BBewa-wai%CA%BBanae-water-system/,https://echo.epa.gov/detailed-facility-report?fid=HI0000335&sys=SDWIS,1
site-d1d0d95404,site,WV3302016,WVAWC-KANAWHA VALLEY DIST,WV,207319,90250,System Sourced,,https://experience.arcgis.com/experience/4997839853a040a8b1f330523b8d929b/,https://echo.epa.gov/detailed-facility-report?fid=WV3302016&sys=SDWIS,1
site-bf3702c95c,site,TX2270001,CITY OF AUSTIN WATER & WASTEWATER,TX,1115323,279758,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2270001&sys=SDWIS,1
site-c3a8a6ed1f,site,TX2200012,CITY OF FORT WORTH,TX,955900,653251,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2200012&sys=SDWIS,1
site-280850cdfd,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-3b4ca57fce,site,TX1880001,AMARILLO MUNICIPAL WATER SYSTEM,TX,201291,75435,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1880001&sys=SDWIS,1
site-f7b19cbdd6,site,CA4310012,CITY OF SANTA CLARA,CA,130746,24103,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310012&sys=SDWIS,2
site-2aac95ab77,site,TX0150018,SAN ANTONIO WATER SYSTEM,TX,1999472,725972,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0150018&sys=SDWIS,1
site-5676bd23ef,site,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,OH,1305946,284610,System Sourced,,https://service-line-inventory-columbus.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=OH2504412&sys=SDWIS,1
site-b87a5b98da,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-3190800d99,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-f31de0e738,site,VA6153251,PWCSA - WEST,VA,136409,42896,System Sourced,,https://services2.arcgis.com/9mMyRMFMS5yNDCCd/arcgis/rest/services/Service_Line_Inventory/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=VA6153251&sys=SDWIS,1
site-5a6824a84e,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
